amount,account_age,failed_logins,location_risk,device_trust,fraud
79867,72,10,78,90,1
97929,70,6,75,37,1
26714,30,19,87,28,0
36358,103,2,49,11,0
93889,23,0,36,18,0
42178,32,7,74,8,0
83624,86,16,18,81,1
96673,106,12,0,28,1
12319,107,13,80,2,0
335,57,4,39,86,0
43029,109,5,54,29,0
67544,9,5,79,57,0
8667,31,7,25,87,0
70892,71,12,42,52,0
65541,9,17,58,3,1
84655,13,3,50,56,1
73798,58,16,14,53,1
5515,3,4,7,27,0
36259,35,2,93,15,1
44025,97,3,13,12,0
6051,21,4,96,71,0
87488,64,13,6,55,1
8107,95,14,17,52,1
41932,52,19,11,47,1
58696,34,16,1,24,1
30623,96,5,49,65,0
88961,35,9,92,29,1
86840,15,15,20,2,1
15624,96,16,6,22,1
19382,6,13,90,28,1
24030,109,19,11,40,1
177,85,11,83,93,1
20711,97,8,56,10,0
17084,32,14,77,20,1
14160,52,11,73,90,1
83085,83,13,22,23,1
84156,97,17,29,94,1
43403,28,19,57,93,0
59307,95,5,94,64,0
75146,85,3,51,0,0
29387,118,11,55,53,1
93809,98,12,9,71,1
39811,64,18,18,33,1
12054,79,12,18,79,1
73440,78,11,86,90,1
72201,19,19,58,67,1
71620,107,2,43,82,0
87162,15,2,58,28,0
18674,6,13,95,2,1
9284,116,17,83,10,1
19196,73,18,3,7,1
67828,101,9,96,61,0
34116,84,16,64,32,1
11346,98,14,12,7,1
45658,38,18,66,24,1
18481,26,8,11,87,0
36555,82,3,92,25,1
92363,92,14,54,25,0
4118,119,18,60,16,0
11402,51,15,94,90,1
67606,73,7,40,28,0
41257,96,16,35,42,1
55017,53,0,1,72,1
92838,56,6,21,77,0
96746,59,17,21,4,1
83222,70,11,40,49,1
24619,78,15,94,93,1
96909,92,0,13,55,0
87587,58,14,92,62,1
56919,88,6,34,56,0
81010,13,16,49,91,1
71424,43,2,8,44,0
5508,76,10,95,36,0
59479,51,5,58,71,0
25153,19,5,55,78,0
9546,21,14,90,91,1
1022,91,6,9,35,0
98823,83,10,24,32,0
51456,24,16,44,5,1
10889,26,17,96,75,1
97820,45,18,10,70,1
66756,28,7,8,44,0
44128,110,19,6,91,1
64584,82,7,70,6,1
32254,108,10,33,64,0
82970,100,2,82,23,1
2436,106,13,19,44,1
67879,29,8,88,60,1
19129,17,0,4,18,0
59301,68,0,92,31,0
32365,44,11,54,29,1
43972,109,10,90,64,0
46297,61,0,88,31,0
55280,93,19,14,56,1
23810,68,11,47,19,1
29586,74,16,3,84,1
72007,25,14,77,82,1
71995,95,1,80,93,1
64535,67,17,20,91,0
40731,111,15,79,95,1
20203,2,3,89,29,0
64872,89,7,8,86,0
14482,49,1,65,90,1
84391,70,13,78,58,1
3856,26,14,34,89,0
20709,72,8,87,61,0
16578,99,1,50,66,0
39766,27,16,77,30,1
75783,89,9,36,65,0
99197,18,8,5,53,0
71415,54,1,81,9,1
77934,1,18,85,37,1
14253,61,16,81,82,1
76425,112,10,50,30,0
13099,103,16,65,28,1
55418,3,9,95,24,0
914,119,17,16,31,1
76177,68,5,64,16,1
90574,41,15,8,44,1
2543,37,17,12,48,1
76093,51,19,99,86,0
76016,15,17,57,17,0
73419,8,0,29,74,0
17468,38,2,30,51,0
15428,114,14,22,19,1
57042,83,19,62,61,1
91851,56,9,27,12,0
99231,47,4,58,87,0
27406,90,14,9,42,1
85551,103,13,88,83,1
40015,10,14,99,91,1
37319,102,9,89,98,0
80979,78,8,25,20,0
64744,49,11,76,5,0
60379,41,6,16,70,0
53128,83,4,39,92,0
226,30,9,67,52,0
52429,5,7,22,86,0
27732,119,19,34,51,1
65410,95,15,74,68,1
55276,71,11,75,85,1
86166,83,8,8,8,0
44427,31,9,78,95,1
69004,52,15,44,73,1
3897,103,9,36,45,0
47982,88,8,68,91,0
13818,98,2,18,74,0
34660,23,18,74,70,1
76689,48,10,72,29,1
22216,109,5,98,42,0
36344,40,5,26,58,0
1745,6,14,12,37,1
47623,38,14,56,33,1
19356,41,12,59,45,1
53273,100,4,11,91,1
37530,27,13,8,31,1
39382,75,1,91,15,1
63474,69,11,76,38,1
68344,57,19,83,0,1
11794,17,13,76,97,1
56364,116,18,26,56,1
75160,71,19,89,86,1
97516,91,14,62,19,1
57645,47,19,92,81,1
39324,79,16,28,81,1
98045,110,13,21,41,1
13324,13,17,72,84,1
40838,11,4,87,71,0
25250,109,11,18,33,1
63831,90,9,37,49,0
49788,86,7,94,10,1
73609,92,5,38,42,0
8677,24,14,14,9,1
8170,93,11,53,7,1
8766,73,5,31,71,0
57861,106,11,45,18,1
36468,4,14,60,64,1
6883,113,11,92,54,1
42014,46,8,51,51,0
70607,18,18,33,2,1
79126,43,1,72,52,1
67626,80,12,34,43,1
70935,33,12,69,95,1
45865,93,7,36,47,0
20056,103,12,77,53,1
87995,10,3,60,15,0
46340,73,5,48,29,0
37248,59,5,8,91,0
94370,31,11,18,27,0
4857,28,11,86,15,1
19197,60,16,27,50,1
10495,3,6,79,32,0
16341,118,14,25,24,1
27796,55,16,37,17,1
70580,14,9,39,25,1
46263,58,19,24,5,1
19916,89,5,98,37,0
49940,15,8,68,43,0
52953,2,14,70,66,1
25017,24,15,22,42,0
96831,78,7,88,5,1
21666,64,15,64,77,1
75552,112,4,21,63,0
62923,71,17,63,81,1
20906,100,19,67,79,1
75620,114,13,57,87,1
1859,24,1,27,12,0
42049,27,2,77,64,0
92474,37,13,96,37,1
2582,102,6,67,63,1
24542,94,14,74,13,1
33819,91,16,95,16,1
58166,39,0,3,76,0
93601,63,8,0,12,0
2179,79,13,25,72,1
2817,26,15,32,5,1
59776,65,12,80,5,1
28052,4,5,26,93,0
86544,29,0,41,36,0
42560,1,3,68,56,0
90497,107,2,70,52,0
72947,50,16,63,45,1
93707,110,1,24,77,0
89206,86,18,71,3,1
18549,11,19,97,33,1
33636,74,7,3,65,0
64177,59,14,11,62,1
38358,62,5,57,60,0
48402,81,19,94,80,1
28965,36,1,10,41,0
6745,56,14,58,77,1
38100,111,19,35,63,0
26837,90,11,21,16,1
11585,112,2,64,60,0
38665,21,9,49,29,1
25622,13,13,3,42,1
65255,9,13,99,92,1
55268,11,2,71,6,1
52587,75,0,88,72,0
12442,70,19,91,45,1
40906,1,0,51,22,0
48870,118,1,99,35,0
78723,70,18,99,13,1
99885,77,9,42,19,0
75729,86,3,45,55,0
52703,56,3,3,80,0
82074,31,12,12,31,1
26499,86,8,37,24,0
85482,37,6,44,93,0
81344,47,15,24,48,1
76634,91,17,66,56,1
55206,114,2,54,26,0
30778,116,19,95,26,1
76318,78,19,38,45,1
63330,47,9,64,94,1
74155,69,15,74,44,1
56473,58,2,1,25,0
31580,36,10,68,13,0
85330,32,9,85,47,1
68936,98,15,61,84,1
72358,64,7,45,91,1
40086,71,8,76,14,1
24260,42,14,86,93,1
85695,48,2,30,88,0
79211,74,3,98,50,1
65029,114,12,34,53,1
73606,81,11,44,10,1
35011,30,8,76,74,0
87227,21,13,53,27,1
31921,60,18,70,54,0
75139,13,6,68,68,0
60635,1,15,28,91,1
84558,65,19,71,71,1
12275,111,4,7,25,0
54871,33,9,53,69,0
87025,38,17,6,31,1
66458,25,10,82,47,0
17427,26,6,22,95,0
47157,77,13,99,11,1
6250,59,19,31,69,1
4525,92,17,61,76,1
16132,33,10,44,60,0
2298,101,11,67,33,1
60600,41,17,29,86,1
53494,30,1,38,80,0
20179,57,0,4,44,0
36320,49,9,66,59,0
41974,48,0,21,64,0
13959,72,5,27,70,0
50560,49,6,21,12,1
31519,47,16,85,77,1
8805,56,8,97,80,0
42980,65,6,28,93,0
23336,12,16,42,47,1
88055,69,2,41,48,0
85614,88,15,59,97,1
15458,6,4,76,90,0
99813,89,19,70,57,1
95014,65,17,73,88,1
77018,25,0,91,98,1
14696,1,3,67,72,0
33672,32,10,58,69,0
78857,106,19,95,60,1
1379,106,8,85,25,0
63297,3,7,83,38,0
62616,49,7,83,57,0
7183,19,4,5,26,0
17871,60,11,72,39,1
30075,107,0,27,30,0
45748,29,14,76,2,1
48385,50,17,30,87,1
19163,2,5,38,14,0
67742,73,9,49,53,0
90193,56,13,77,69,1
86243,17,7,85,10,1
37699,60,2,36,29,0
52020,110,18,87,34,1
28629,36,11,71,42,1
36054,61,11,14,60,1
27956,17,14,50,39,1
2673,49,6,69,92,0
78444,76,3,22,86,0
35467,60,8,24,41,0
99708,20,15,94,41,1
60874,50,12,45,2,1
23852,3,3,92,89,1
55129,43,8,22,77,0
17785,57,17,9,82,1
51793,50,14,72,84,1
56061,68,14,76,20,1
77008,81,5,31,72,0
74632,50,10,50,76,0
82094,37,7,40,52,0
56233,46,16,64,43,1
97525,42,16,64,45,0
61368,15,17,39,36,1
92301,33,3,17,37,0
38343,80,14,35,87,1
57484,11,1,30,37,0
31753,119,1,53,10,0
26757,20,9,62,92,0
40052,102,2,0,44,0
22280,24,7,51,63,0
97532,64,19,99,43,1
78511,118,6,56,80,0
1722,80,11,8,61,1
48856,94,18,85,89,1
40909,98,14,91,60,1
16825,65,13,89,89,1
61496,88,15,73,11,1
51326,88,13,55,81,1
81282,73,2,46,8,0
82665,86,17,2,66,1
29502,76,5,1,73,1
4363,17,16,53,1,1
96623,89,13,36,7,1
46928,92,13,55,42,1
48024,61,19,30,17,1
74282,15,12,96,51,1
93165,94,2,95,38,1
59152,51,12,11,30,1
11764,27,1,57,13,0
35837,86,8,66,63,0
89663,74,12,25,96,1
29473,61,7,77,92,0
36497,58,15,11,43,1
86245,31,2,89,59,0
38809,91,12,15,96,1
61220,12,3,52,98,0
19350,46,17,71,1,1
21272,31,1,48,98,0
11655,32,19,48,31,1
87510,32,14,91,35,1
78717,105,16,6,54,1
53376,109,9,14,86,0
57592,99,0,35,62,0
53102,53,5,71,68,0
89699,61,2,73,79,1
72455,46,18,14,39,1
91348,85,6,61,23,0
24862,74,12,17,57,1
11146,80,12,45,27,1
97099,7,16,60,61,1
28869,4,0,42,24,0
53402,91,13,43,6,1
23250,52,2,98,37,0
68347,119,13,65,70,1
4953,89,0,54,85,0
94713,31,15,85,85,1
89499,75,9,78,90,1
21892,112,12,38,96,1
59229,84,3,99,44,0
74578,36,8,4,31,0
67398,54,13,56,31,1
32087,54,3,14,0,0
15950,119,9,90,73,0
12212,17,7,15,44,0
24158,109,2,56,63,0
45520,75,6,99,67,0
38990,30,9,81,92,1
66117,99,2,98,6,1
47404,105,1,24,37,1
33021,102,14,21,69,1
1624,22,8,30,52,0
15148,117,14,33,74,1
35211,43,16,86,72,1
38004,112,6,15,29,0
55012,115,19,69,21,1
34108,27,17,58,57,1
160,37,14,14,72,1
74766,46,17,81,54,1
83659,113,11,12,45,1
55437,35,7,23,96,0
13450,4,1,12,25,1
24454,80,1,64,63,0
45286,80,4,35,79,0
28245,85,0,48,8,0
34120,26,3,81,86,0
86223,100,5,47,14,0
75286,19,12,96,18,1
85569,81,18,42,15,1
20681,45,10,5,24,0
89029,26,12,80,98,1
23151,22,7,67,50,0
51574,119,6,13,76,0
91848,58,12,29,45,1
69726,63,0,83,6,1
7060,28,5,7,33,0
35872,65,6,53,57,0
21620,44,15,65,77,1
49581,100,14,3,22,0
36508,43,19,73,22,1
94106,37,1,83,16,0
57234,66,15,59,12,1
20591,17,16,52,26,1
1441,40,14,98,65,1
44723,38,2,73,29,0
90427,85,3,91,3,1
438,61,11,14,93,0
71531,9,4,99,66,1
12354,77,16,0,13,1
51960,75,5,21,10,0
11444,61,9,90,39,0
1850,80,17,92,86,1
54856,16,9,14,95,0
68057,2,5,73,2,1
58153,106,5,83,0,1
70955,108,19,21,8,1
15996,72,14,49,72,1
55861,43,3,47,75,0
62652,42,15,72,0,1
77554,77,7,50,15,0
90700,57,6,95,93,1
28035,81,18,16,71,1
37741,103,16,82,45,1
29811,88,12,90,9,1
70442,67,14,50,32,1
12282,30,1,36,40,0
87933,116,9,97,50,1
56376,13,12,48,21,1
19641,19,17,58,15,1
94557,7,10,9,82,0
82410,9,12,29,74,1
44913,83,18,84,61,1
37298,109,4,20,52,0
8920,54,2,33,74,0
24170,104,18,72,13,0
69868,86,12,97,58,1
11222,82,4,49,25,0
80659,61,11,75,43,1
73643,87,13,46,19,1
83541,2,5,84,83,1
41886,50,8,83,4,1
95034,114,16,5,64,1
99904,75,7,49,10,0
6837,31,12,99,46,1
36162,33,4,62,9,1
54337,78,16,11,60,1
51671,80,2,40,91,0
25610,11,5,30,44,0
19526,33,13,1,46,1
37365,7,14,15,33,1
17950,31,13,0,12,0
66250,48,10,3,88,0
87412,110,10,46,22,0
89713,47,8,64,35,1
75010,78,5,51,62,0
52475,92,14,46,75,1
35535,53,11,98,46,1
96543,107,5,76,65,1
57232,80,0,49,83,0
79045,19,15,44,79,0
82150,81,19,41,13,1
95502,90,14,94,52,1
3083,6,1,83,65,0
97341,107,16,55,48,1
20762,49,2,70,15,0
23610,73,2,56,67,0
78287,50,4,32,42,0
41098,81,16,27,76,1
56946,95,16,43,64,1
94171,12,19,55,8,1
6740,23,5,43,20,1
44647,54,0,83,81,0
54720,118,6,95,95,0
15417,69,14,72,97,1
7664,107,6,33,83,0
27445,100,18,13,42,1
94323,59,19,67,65,1
79373,36,10,28,3,0
74959,3,13,78,6,1
80865,58,12,16,85,1
74138,88,19,82,83,1
52493,55,8,8,57,0
66181,57,8,26,98,0
29530,17,15,48,3,1
75632,39,11,78,19,1
27888,90,9,36,34,0
95605,68,5,27,96,0
48643,55,17,49,58,1
14019,45,1,54,84,0
69446,76,19,3,44,1
96222,1,8,84,13,1
40074,21,18,97,94,0
16471,83,5,18,21,0
45184,21,1,36,47,0
29729,52,14,3,29,1
51284,82,16,36,28,1
62016,43,15,50,35,1
74072,52,7,31,41,1
62287,67,9,44,28,0
13084,113,9,11,6,1
33139,44,17,40,31,1
85531,32,9,55,12,1
83791,10,8,79,12,1
58706,64,18,13,53,1
10716,104,0,53,13,0
50172,79,3,62,5,1
24674,69,2,64,15,1
3530,68,9,57,40,0
12776,28,11,95,51,1
10916,53,17,20,84,1
32833,116,19,3,15,0
85780,51,5,72,4,1
2150,53,1,45,23,0
34033,4,9,85,42,0
25051,79,1,11,64,0
32513,17,8,29,9,0
34901,108,9,93,58,0
55719,67,1,95,34,0
33013,74,7,59,30,0
40700,47,16,99,78,1
57875,106,16,70,10,0
90916,56,3,80,8,1
90193,23,17,64,65,1
35500,18,11,13,43,1
4594,1,16,43,93,1
80788,35,8,25,15,0
89531,64,18,90,47,1
74791,117,13,15,52,1
97519,58,13,6,64,1
43101,95,16,31,47,0
67464,59,1,88,69,0
45128,108,7,94,45,0
97759,1,4,15,74,0
37673,3,6,77,32,0
906,67,15,88,51,1
56738,37,15,61,80,1
29857,83,16,29,54,1
34736,29,6,70,50,0
80197,89,19,11,97,1
48380,33,7,66,39,0
24362,100,7,90,24,0
80535,61,10,45,62,0
62311,93,14,82,21,0
54942,90,17,42,89,1
57079,4,5,54,90,0
81570,113,11,44,37,1
38297,14,14,59,8,1
41944,114,5,70,36,0
64854,91,17,79,4,1
34257,33,19,31,81,1
77229,22,8,7,21,0
40142,48,7,76,11,0
61765,3,13,61,59,1
82956,87,18,74,43,1
27476,85,18,19,21,1
55654,105,7,17,5,0
14299,23,1,5,99,0
81512,68,3,83,26,1
51048,21,5,95,54,0
73881,101,2,28,14,0
72850,43,2,3,63,0
66362,95,18,70,16,1
46700,85,10,42,2,0
76998,26,9,83,9,0
62583,41,11,33,62,1
18397,99,13,99,62,1
30548,38,17,70,88,0
26272,88,8,32,61,0
42974,11,14,14,84,1
7757,105,2,95,8,1
84486,29,10,85,23,1
25525,111,9,39,31,0
26785,119,17,92,2,1
24678,60,3,88,32,0
28931,67,12,4,42,1
8006,65,5,77,11,1
61513,116,12,49,92,0
54128,61,19,98,84,1
7387,118,4,65,97,0
33760,19,19,88,96,1
75858,46,13,53,31,1
60604,49,12,79,19,1
59820,22,13,45,66,1
34801,78,7,79,67,0
83400,113,15,10,16,1
17774,57,12,48,80,1
83660,14,14,98,18,1
23974,44,18,22,3,0
43742,16,0,54,92,0
97920,97,1,4,16,1
65260,77,17,63,63,0
17702,102,18,34,21,0
88901,113,7,92,65,1
26031,12,2,68,41,0
94477,55,13,53,75,1
29292,51,8,2,44,0
46642,102,7,5,10,0
42620,39,16,86,52,1
64872,33,15,55,59,1
58862,33,9,1,28,0
50206,29,9,81,19,1
81221,69,5,93,4,1
25659,70,16,37,24,1
33842,31,15,55,33,1
69769,80,14,4,11,1
80299,31,13,45,27,1
21854,89,3,10,97,0
4072,112,3,64,5,1
70931,46,1,9,18,0
41973,97,10,40,11,0
94761,77,3,43,24,0
10003,52,15,89,12,1
3120,10,3,32,80,0
41855,88,0,90,75,0
86056,74,18,55,2,1
87088,41,1,11,23,0
45748,95,8,1,7,0
9616,77,12,0,99,1
2496,3,17,64,89,0
84182,59,15,32,44,0
19229,114,15,85,71,1
1691,52,9,75,95,0
11403,34,8,35,95,0
30661,49,10,20,0,0
71819,28,3,83,2,1
92208,83,9,35,64,0
99716,87,2,25,14,0
86331,109,5,46,49,0
7414,96,2,94,19,1
19723,13,8,0,2,1
67775,97,2,37,60,0
96926,98,17,13,14,1
65182,97,7,89,58,0
83724,69,7,45,53,0
33230,67,14,41,59,1
51856,61,12,6,36,1
97724,60,6,54,20,0
26392,71,18,55,22,1
86306,24,7,75,98,1
69374,63,9,62,17,1
2569,86,16,23,16,0
54047,109,0,82,30,0
22634,61,12,72,63,1
63720,23,12,98,47,0
48974,30,15,3,25,1
49808,60,8,41,21,0
74653,18,9,95,44,1
68444,96,5,69,35,0
49238,56,4,27,63,1
54402,53,1,91,34,0
47738,7,10,39,74,0
78349,97,8,50,90,0
2819,69,5,28,97,0
22990,113,7,41,81,0
77336,92,8,68,26,0
36609,72,8,4,67,0
42634,79,7,40,16,0
92341,52,11,60,69,1
18887,4,7,54,10,0
48945,34,2,27,4,0
58032,69,12,40,57,1
92224,33,18,8,81,1
91759,69,1,28,56,0
33162,38,16,77,88,1
75813,98,15,37,73,1
87363,26,3,61,79,0
95856,1,17,53,73,0
60561,4,13,51,73,1
75518,39,1,33,99,0
66772,54,12,36,84,1
34932,90,19,48,13,1
32066,33,16,41,71,1
72645,33,14,13,0,1
13087,72,19,81,15,1
37411,20,4,32,25,0
31675,16,6,97,48,0
63952,21,17,91,41,1
1107,45,10,99,69,0
71081,119,17,86,65,1
76342,90,4,16,52,0
47617,87,12,74,8,1
29357,82,17,31,68,1
87372,62,1,78,39,1
42307,31,19,67,55,1
13381,116,3,38,4,0
61346,42,12,93,55,1
1535,12,15,9,71,1
98975,65,5,86,4,1
91457,106,7,23,68,0
26760,73,15,99,51,1
5184,3,12,57,80,1
82297,115,3,68,72,0
13607,90,1,63,97,0
72695,9,8,18,32,0
83907,106,17,7,21,1
45639,51,16,70,84,1
7591,16,7,39,14,0
50292,88,14,12,64,1
80495,114,8,26,70,0
63988,78,16,81,22,1
73709,3,1,87,5,1
9177,98,5,1,83,0
21053,97,4,15,57,0
77019,114,16,13,25,1
67989,24,1,16,11,0
23921,73,17,59,76,1
37667,13,9,69,76,0
24960,2,9,98,1,1
21295,71,5,16,31,1
77575,112,11,44,49,1
90974,21,16,37,94,1
87366,19,12,63,60,1
21527,89,19,5,10,1
27183,47,15,59,67,1
87146,22,9,48,33,0
57472,75,1,20,79,0
44164,33,1,98,94,0
7913,32,6,22,88,0
31698,64,5,75,7,1
93206,85,0,56,7,0
27182,39,11,63,97,1
29341,84,12,28,14,1
96314,72,11,26,4,1
44669,42,18,5,18,0
11845,101,8,20,73,0
26129,9,9,70,8,1
13125,25,16,40,56,1
14388,89,17,79,53,1
89286,97,7,4,28,0
6640,2,6,14,18,0
97868,19,8,20,76,0
82058,110,9,57,45,0
68978,20,11,3,79,0
41946,106,14,68,61,1
76032,105,14,6,93,1
17582,106,3,34,59,0
23511,93,3,35,4,0
51075,70,0,14,32,1
60645,17,11,91,82,0
78897,89,1,1,54,1
52407,102,14,56,18,1
3193,68,16,4,16,1
77358,94,6,70,87,0
22142,84,5,85,91,0
53030,3,11,94,41,1
44513,87,18,31,21,1
93723,51,0,71,38,1
97983,82,13,40,79,1
33856,26,3,41,98,0
53368,56,4,74,26,0
39314,100,0,64,75,0
81971,64,0,39,45,0
28702,8,5,82,27,0
53431,81,4,37,51,0
49001,95,1,41,64,0
63516,37,4,36,38,0
32296,109,8,55,17,0
5726,97,18,70,86,1
7524,27,14,54,21,1
12957,45,12,88,67,1
20082,4,11,53,10,0
77061,86,4,21,81,0
2080,90,1,26,63,0
48390,96,3,46,70,0
26531,88,17,37,84,1
85076,110,9,38,56,0
82811,99,12,14,34,1
26485,37,11,65,36,1
38258,96,1,60,49,0
23119,71,14,59,29,1
18739,33,13,7,16,0
85630,31,9,43,32,0
21663,55,7,42,15,0
39441,12,14,5,14,1
5876,11,12,83,12,1
36544,88,7,26,2,0
69016,72,13,44,23,1
8811,32,0,22,22,0
74418,57,12,80,58,1
83070,38,7,12,54,0
85653,60,17,67,64,1
30807,86,8,83,31,0
39210,98,12,63,96,1
61888,19,2,24,59,0
82979,116,17,85,29,1
38927,84,9,51,65,0
5755,56,4,47,17,0
44959,14,5,60,58,0
53725,33,7,16,52,0
52198,10,6,39,63,0
15351,80,17,74,29,1
626,64,13,88,17,1
68860,64,14,68,4,1
47937,62,9,84,68,0
11636,68,11,25,7,1
28641,91,6,79,8,1
79183,92,6,55,31,0
51127,43,10,39,13,0
34631,80,12,84,12,1
8812,59,14,95,17,1
65555,52,17,67,67,1
74844,97,6,7,21,0
5209,112,5,72,19,1
49368,19,10,44,14,0
54715,21,7,16,6,0
82603,22,19,40,76,1
29859,9,0,76,97,0
85808,9,7,8,29,0
60212,73,7,69,4,1
26689,27,18,90,0,1
30115,17,2,23,59,0
29109,44,4,72,30,0
83409,45,2,10,19,0
62146,8,14,34,82,1
26243,80,13,28,63,1
6254,18,14,7,63,1
21904,33,16,16,28,1
41788,1,17,70,9,1
64388,76,1,11,28,0
51295,6,11,78,30,0
20681,41,15,92,74,1
52748,55,3,49,86,0
30187,5,1,23,29,0
50030,59,13,36,24,1
33081,80,10,77,79,0
69398,18,12,10,57,1
46267,49,6,98,56,0
75404,82,9,80,86,0
43508,65,0,58,62,0
39599,83,3,54,96,0
52369,54,17,26,36,1
38659,61,5,66,57,0
74419,8,1,59,27,0
95417,3,2,1,26,0
96447,25,13,67,69,1
48887,69,7,17,36,0
35588,55,15,19,5,1
74541,40,18,84,88,1
74763,83,17,62,76,0
22531,82,5,77,61,0
61781,50,13,71,96,1
63583,117,2,1,32,0
49253,95,15,89,88,1
6468,33,0,82,77,0
27524,111,11,41,39,1
45104,18,13,27,40,1
83969,57,18,28,41,1
88752,103,18,68,8,1
57085,16,8,27,17,0
50169,80,6,59,14,0
52426,111,13,89,3,0
81161,38,4,4,33,0
23498,41,17,14,61,1
98493,7,8,72,37,1
50961,78,6,31,80,0
75997,107,8,51,70,0
82005,53,3,89,95,1
68677,63,16,36,22,1
65741,112,11,14,19,1
9178,89,5,40,55,0
25103,32,17,3,52,0
62868,38,7,52,1,0
51147,22,14,99,20,0
71726,16,2,83,75,1
57760,52,1,26,41,0
49886,29,8,20,56,0
2025,16,7,59,48,0
84076,76,3,85,90,1
26115,17,1,63,9,1
33420,101,13,70,71,0
64981,64,1,46,60,1
90927,91,1,53,20,0
26389,89,6,30,59,0
3489,13,11,16,85,1
25783,72,5,49,12,0
13729,56,17,6,47,0
61650,5,3,82,39,0
24926,12,18,27,62,1
26730,41,12,9,75,0
98862,3,19,26,80,1
46263,99,1,12,8,0
98611,33,7,65,56,0
66535,86,18,85,50,1
11753,50,8,83,39,0
28061,56,3,59,75,0
82041,108,15,42,72,1
74237,9,18,68,63,1
33762,105,9,62,93,0
98918,82,5,69,69,0
56546,50,15,98,63,0
21388,29,9,64,24,0
95181,39,12,98,27,1
36977,91,8,66,9,1
15413,100,6,53,27,1
80985,45,3,35,92,0
72815,17,18,70,35,1
10426,56,3,92,10,0
1660,98,18,14,20,1
79248,46,18,74,25,1
83286,67,11,17,17,1
26845,69,12,3,67,1
31990,14,3,87,40,0
20122,67,9,10,14,0
52679,23,6,5,22,1
70416,103,4,50,40,0
83947,94,16,57,5,1
28480,114,17,59,70,1
2456,109,10,17,59,0
70426,61,14,78,78,1
92547,23,6,66,51,0
89999,27,17,16,8,1
20149,54,5,96,29,0
75817,10,17,33,43,1
16182,89,15,29,61,1
761,77,1,18,42,0
37512,16,18,8,27,1
3020,41,0,39,93,0
91294,98,10,43,7,0
60415,55,19,94,98,0
79661,101,4,58,50,0
9046,61,15,90,98,1
94342,86,0,24,89,0
45600,81,18,70,29,1
16409,87,13,52,98,1
55330,118,2,47,10,0
98756,100,1,70,19,0
30127,49,4,83,30,0
72641,73,16,52,33,1
59421,52,17,48,11,1
1056,2,0,42,47,0
74231,96,14,99,27,1
48008,50,8,18,66,0
78439,117,4,65,62,0
26063,86,12,33,47,1
39543,43,18,80,41,1
99359,77,9,87,51,1
39163,8,19,72,4,1
80918,59,13,53,76,1
4803,65,11,0,11,1
65228,81,10,91,58,0
72199,12,6,54,64,0
25949,4,16,14,51,0
31960,117,17,84,42,1
31685,77,6,14,82,0
22115,95,19,22,92,1
77639,41,5,65,62,0
43685,7,10,45,49,0
27058,87,11,99,38,1
26117,88,15,8,41,1
76807,69,18,65,88,1
45450,69,18,65,79,1
12301,81,10,17,16,0
29526,30,15,16,91,0
17878,73,11,71,42,0
45341,6,7,97,48,0
42329,89,2,33,4,1
86752,19,1,68,0,1
48464,80,5,63,66,0
98933,85,15,43,23,1
84978,66,19,28,28,0
57156,10,14,61,14,1
27590,16,13,91,3,1
20075,37,1,15,43,0
26823,79,19,77,64,1
23379,77,17,51,78,1
78401,77,13,1,87,1
11661,32,17,60,30,1
66161,109,1,3,19,0
88497,47,0,51,9,0
49253,110,19,40,10,1
33242,72,1,51,81,0
27016,43,8,30,97,0
64424,82,8,25,27,1
45065,36,15,26,37,1
4748,26,10,50,79,0
35233,10,5,97,23,0
50777,31,11,94,38,1
96159,97,2,47,50,0
94688,29,11,10,75,0
98417,5,0,7,49,0
70235,77,8,11,6,0
35146,1,19,98,99,1
47164,87,5,44,80,1
69450,104,10,33,67,0
45993,3,2,76,52,1
61372,67,3,90,36,0
92252,71,9,71,96,1
67749,100,18,46,82,1
64774,35,5,20,53,0
13860,15,0,40,89,0
22027,104,7,74,54,0
86575,67,7,21,74,0
61467,93,5,20,30,0
98055,30,16,27,64,1
12688,103,18,66,99,1
52333,82,0,70,92,0
44838,75,14,13,88,1
33497,43,12,78,58,1
82289,113,2,72,46,0
76467,60,1,51,48,0
71360,102,2,42,17,0
76719,40,8,70,2,1
19916,65,15,75,17,1
42340,29,12,18,57,1
6376,74,18,26,70,1
79630,92,17,17,91,1
23599,95,11,12,80,1
88676,19,11,0,24,1
82595,3,0,84,17,1
71735,36,19,33,51,1
85212,43,7,12,42,0
36046,15,16,50,66,1
55304,97,19,86,88,1
51986,41,6,0,6,0
71752,107,8,86,73,1
15663,115,16,27,43,1
92424,109,9,31,43,0
92564,90,3,71,50,1
9947,80,6,54,82,0
26255,36,6,25,78,0
79771,97,7,13,84,0
83410,84,7,87,20,1
67378,77,15,92,36,1
18409,33,11,67,27,1
719,5,14,62,31,1
83294,101,7,81,56,1
50208,78,8,13,40,0
34807,91,2,26,53,0
20437,87,15,40,26,1
81637,14,14,2,86,1
66604,104,3,93,73,0
47714,68,19,58,39,1
91528,103,15,99,40,1
91255,116,9,22,69,0
381,83,10,17,23,0
27520,47,4,73,17,1
80996,54,10,75,73,1
39130,4,12,40,55,1
1158,94,14,7,14,1
86313,83,5,31,97,0
76360,95,15,80,71,1
28504,95,14,40,34,1
29956,9,10,44,26,0
